,fluxes,ec-code,kcat_MW,E,equ
CAt6pp_reverse_num2,0.0,,448117.0254735151,0.0,ca2_e + na1_c --> ca2_c + na1_e
CAt6pp_reverse_num3,0.0,,241678.27113042359,0.0,ca2_e + na1_c --> ca2_c + na1_e
CAt6pp_reverse_num4,0.0,,258735.2457785005,0.0,ca2_e + na1_c --> ca2_c + na1_e
CAt6pp_reverse_num5,0.0,,1612711.759841006,0.0,ca2_e + na1_c --> ca2_c + na1_e
CAt6pp_reverse_num6,0.0,,1533554.9201854628,0.0,ca2_e + na1_c --> ca2_c + na1_e
CAt6pp_reverse_num7,0.0,,1975009.1913474854,0.0,ca2_e + na1_c --> ca2_c + na1_e
CAt6pp_reverse_num8,0.003377643168,,2651428.0344831254,1.273895849358191e-09,ca2_e + na1_c --> ca2_c + na1_e
CAt6pp_reverse_num9,0.0,,1934192.236236264,0.0,ca2_e + na1_c --> ca2_c + na1_e
MG2t3_2pp_reverse_num2,0.0,,275384.61903726764,0.0,2.0 h_e + mg2_c --> 2.0 h_c + mg2_e
NH4tpp_reverse_num2,0.0,,186138.0345272937,0.0,nh4_c --> nh4_e
MI2DH_reverse_num2,0.0,,5929.921617682612,0.0,2ins_c + h_c + nadh_c --> inost_c + nad_c
MI2DH_reverse_num3,0.0,,5764.064945806727,0.0,2ins_c + h_c + nadh_c --> inost_c + nad_c
MI2DH_reverse_num4,0.0,,5491.453646481962,0.0,2ins_c + h_c + nadh_c --> inost_c + nad_c
UAGAAT_reverse_num2,0.0,,904.9011519435533,0.0,ACP_c + u3aga_c --> 3hmrsACP_c + uacgam_c
UAGAAT_reverse_num3,0.0,,,,ACP_c + u3aga_c --> 3hmrsACP_c + uacgam_c
UAGAAT_reverse_num4,0.0,,829.3994686148186,0.0,ACP_c + u3aga_c --> 3hmrsACP_c + uacgam_c
UAGAAT_reverse_num5,0.0,,1010.7988139948324,0.0,ACP_c + u3aga_c --> 3hmrsACP_c + uacgam_c
ACOATA_reverse_num2,0.0,,1694.7790936112992,0.0,acACP_c + coa_c --> ACP_c + accoa_c
ACOATA_reverse_num3,0.0,,,,acACP_c + coa_c --> ACP_c + accoa_c
ACOATA_reverse_num4,0.0,,1553.3728481189935,0.0,acACP_c + coa_c --> ACP_c + accoa_c
ACOATA_reverse_num5,0.0,,1893.113622550012,0.0,acACP_c + coa_c --> ACP_c + accoa_c
MCOATA_reverse_num2,0.0,,9115.120127562359,0.0,coa_c + malACP_c --> ACP_c + malcoa_c
MCOATA_reverse_num3,0.0,,,,coa_c + malACP_c --> ACP_c + malcoa_c
MCOATA_reverse_num4,0.0,,8354.587430818132,0.0,coa_c + malACP_c --> ACP_c + malcoa_c
MCOATA_reverse_num5,0.0,,10181.833225177716,0.0,coa_c + malACP_c --> ACP_c + malcoa_c
ALCD2x_reverse_num2,0.0,,29677.799886293815,0.0,acald_c + h_c + nadh_c --> etoh_c + nad_c
LEUt2rpp_reverse_num2,0.0,,2320208.000156584,0.0,h_c + leu__L_c --> h_e + leu__L_e
LEUt2rpp_reverse_num3,0.0,,594125.1414013705,0.0,h_c + leu__L_c --> h_e + leu__L_e
PSERtex_reverse_num2,0.0,,559648.9586577521,0.0,pser__L_c --> pser__L_e
PSERtex_reverse_num3,0.0,,637621.8006401779,0.0,pser__L_c --> pser__L_e
PSERtex_reverse_num4,0.0,,943285.5334621277,0.0,pser__L_c --> pser__L_e
URAt2rpp_reverse_num2,0.0,,397937.73537449655,0.0,h_c + ura_c --> h_e + ura_e
PHETA1_reverse_num2,0.0,,128.5141708380055,0.0,akg_c + phe__L_c --> glu__L_c + phpyr_c
SHK3Dr_reverse_num2,0.0,,14948.341262260012,0.0,nadp_c + skm_c --> 3dhsk_c + h_c + nadph_c
TYRTA_reverse_num2,0.0,,128.5141708380055,0.0,akg_c + tyr__L_c --> 34hpp_c + glu__L_c
